name,latitude,longitude,prefecture,description,url
皆殺しの館跡,34.375941,135.368967,大阪府,皆殺しの館跡とは、大阪府熊取町にある住居の心霊スポットです。少女、老婆、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=273&utm_source=mymap
プラザ松本,34.506053,135.79174,大阪府,プラザ松本とは、奈良県橿原市にある商業施設の心霊スポットです。少年、老爺、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=274&utm_source=mymap
摩耶観光ホテル,34.727576,135.212789,大阪府,摩耶観光ホテルとは、兵庫県神戸市にあるホテル・旅館の心霊スポットです。老婆、男性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=276&utm_source=mymap
船坂峠の冷水,34.787587,135.300208,大阪府,船坂峠の冷水とは、兵庫県西宮市にある道・峠の心霊スポットです。老爺、少女、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=326&utm_source=mymap
船坂川　水飲み場,34.79781,135.273949,大阪府,船坂川　水飲み場とは、兵庫県西宮市にある川・滝の心霊スポットです。女性、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=343&utm_source=mymap
地蔵坂,34.771988,135.328128,大阪府,地蔵坂とは、兵庫県西宮市にある道・峠の心霊スポットです。正体不明、少年、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=352&utm_source=mymap
大池遊園駅,34.204695,135.28546,大阪府,大池遊園駅とは、和歌山県紀の川市にある駅・踏切の心霊スポットです。老婆、男性、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=517&utm_source=mymap
旧風吹トンネル,34.304365,135.308463,大阪府,旧風吹トンネルとは、和歌山県岩出市にあるトンネルの心霊スポットです。老爺、少女、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=522&utm_source=mymap
屯鶴峯防空壕,34.541277,135.663353,大阪府,屯鶴峯防空壕とは、奈良県香芝市にあるその他の心霊スポットです。女性、少女、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=542&utm_source=mymap
生駒山,34.677264,135.689263,大阪府,生駒山とは、奈良県生駒市にある山・森の心霊スポットです。動物、老爺、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=568&utm_source=mymap
あるはずのないトンネル,34.307392,135.345804,大阪府,あるはずのないトンネルとは、和歌山県紀の川市にあるトンネルの心霊スポットです。女性、正体不明、老婆の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=603&utm_source=mymap
 人面電柱,34.670631,135.604625,大阪府, 人面電柱とは、大阪府東大阪市にあるその他の心霊スポットです。少女、少年、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=614&utm_source=mymap
久米田池,34.455662,135.418449,大阪府,久米田池とは、大阪府岸和田市にある湖（池）・ダムの心霊スポットです。正体不明、少女、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=699&utm_source=mymap
滝畑ダム,34.389558,135.52676,大阪府,滝畑ダムとは、大阪府河内長野市にある湖（池）・ダムの心霊スポットです。老爺、女性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=795&utm_source=mymap
夕月橋,34.385618,135.525287,大阪府,夕月橋とは、大阪府河内長野市にある橋の心霊スポットです。男性、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=796&utm_source=mymap
梨の木隧道,34.387066,135.534979,大阪府,梨の木隧道とは、大阪府河内長野市にあるトンネルの心霊スポットです。老婆、男性、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=797&utm_source=mymap
枚岡神社,34.669945,135.650618,大阪府,枚岡神社とは、大阪府東大阪市にある神社・寺の心霊スポットです。少女、少年、老婆の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=978&utm_source=mymap
